,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind,fileB
466,43,1301,1,pseudo,al_cpl,499,25,al_cpl
466,43,1289,1,pseudo,al_cpl,280,342,al_cpl
468,43,386,1,al_cpl,al_cpl,386,76,al_cpl
467,43,253,1,al_cpl,al_cpl,386,341,al_cpl
466,43,1512,1,al_cpl,al_cpl,386,490,al_cpl
472,43,1364,1,al_cpl,al_cpl,386,486,al_cpl
466,43,1404,1,pseudo,al_cpl,193,365,al_cpl
473,43,928,0,al_cpl,al_cpl,386,451,al_cpl
475,43,656,1,al_cpl,al_cpl,386,438,al_cpl
466,43,881,0,pseudo,al_cpl,272,275,mooc
466,43,700,0,pseudo,al_cpl,185,289,mooc
466,43,369,0,pseudo,al_cpl,272,237,mooc
466,43,745,0,pseudo,al_cpl,339,324,mooc
474,43,149,1,al_cpl,al_cpl,386,526,al_cpl
480,44,81,1,al_cpl,al_cpl,535,276,al_cpl
476,44,320,0,al_cpl,al_cpl,535,278,al_cpl
477,44,1551,1,al_cpl,al_cpl,535,214,al_cpl
478,44,169,0,al_cpl,al_cpl,535,30,al_cpl
479,44,1093,1,al_cpl,al_cpl,535,298,al_cpl
476,44,208,1,pseudo,al_cpl,280,8,al_cpl
476,44,1502,1,pseudo,al_cpl,435,210,al_cpl
476,44,369,0,pseudo,al_cpl,272,237,mooc
476,44,745,0,pseudo,al_cpl,339,324,mooc
481,45,745,0,pseudo,drive,339,324,mooc
484,45,540,1,drive,drive,116,415,drive
483,45,1250,1,drive,drive,116,543,drive
482,45,571,1,drive,drive,116,542,drive
481,45,150,1,drive,drive,116,534,drive
481,45,1093,1,pseudo,drive,435,298,al_cpl
486,46,493,0,moocML,mooc,370,142,mooc
485,46,476,0,moocML,mooc,370,55,mooc
487,47,356,0,al_cpl,al_cpl,348,527,al_cpl
494,48,1075,0,moocML,mooc,401,312,mooc
513,48,1257,0,moocML,mooc,401,45,mooc
488,48,881,0,moocML,mooc,401,275,mooc
489,48,1514,0,moocML,mooc,401,264,mooc
490,48,1067,0,moocML,mooc,401,81,mooc
491,48,944,0,moocML,mooc,401,409,mooc
492,48,878,0,moocML,mooc,401,4,mooc
493,48,1437,0,moocML,mooc,401,214,mooc
495,48,1482,1,moocML,mooc,401,271,mooc
496,48,620,0,moocML,mooc,401,146,mooc
497,48,966,0,moocML,mooc,401,311,mooc
498,48,616,0,moocML,mooc,401,28,mooc
499,48,1218,0,moocML,mooc,401,241,mooc
488,48,1404,1,pseudo,mooc,193,365,al_cpl
500,48,1401,0,moocML,mooc,401,170,mooc
502,48,662,0,moocML,mooc,401,80,mooc
503,48,1062,0,moocML,mooc,401,118,mooc
504,48,855,1,moocML,mooc,401,417,mooc
505,48,282,1,moocML,mooc,401,84,mooc
506,48,1235,0,moocML,mooc,401,199,mooc
507,48,646,0,moocML,mooc,401,91,mooc
508,48,493,0,moocML,mooc,401,142,mooc
509,48,603,0,moocML,mooc,401,107,mooc
510,48,317,0,moocML,mooc,401,147,mooc
511,48,799,0,moocML,mooc,401,198,mooc
512,48,1063,1,moocML,mooc,401,18,mooc
501,48,404,0,moocML,mooc,401,35,mooc
488,48,509,0,pseudo,mooc,298,383,mooc
516,49,1034,0,drive,drive,53,291,drive
523,49,1572,1,drive,drive,53,387,drive
514,49,1117,0,drive,drive,53,838,drive
515,49,1346,1,drive,drive,53,739,drive
517,49,1191,0,drive,drive,53,45,drive
518,49,451,0,drive,drive,53,873,drive
519,49,777,0,drive,drive,53,841,drive
520,49,1145,0,drive,drive,53,893,drive
521,49,1296,0,drive,drive,53,852,drive
522,49,557,0,drive,drive,53,302,drive
524,49,731,1,drive,drive,53,388,drive
525,49,91,0,drive,drive,53,294,drive
526,49,1585,0,drive,drive,53,863,drive
527,49,250,0,drive,drive,53,46,drive
547,50,1314,0,moocDSA,mooc,434,40,mooc
546,50,1522,0,moocDSA,mooc,434,235,mooc
548,50,214,0,moocDSA,mooc,434,281,mooc
545,50,864,0,moocDSA,mooc,434,164,mooc
528,50,700,0,pseudo,mooc,185,289,mooc
528,50,1301,1,pseudo,mooc,499,25,al_cpl
549,50,827,0,moocDSA,mooc,434,426,mooc
556,50,1194,0,moocDSA,mooc,434,208,mooc
551,50,635,0,moocDSA,mooc,434,341,mooc
552,50,1377,0,moocDSA,mooc,434,154,mooc
553,50,257,0,moocDSA,mooc,434,291,mooc
554,50,1221,0,moocDSA,mooc,434,94,mooc
555,50,1418,0,moocDSA,mooc,434,212,mooc
544,50,934,1,moocDSA,mooc,434,361,mooc
550,50,445,0,moocDSA,mooc,434,93,mooc
543,50,1170,0,moocDSA,mooc,434,116,mooc
542,50,489,0,moocDSA,mooc,434,72,mooc
541,50,1206,0,moocDSA,mooc,434,122,mooc
529,50,415,0,moocDSA,mooc,434,37,mooc
530,50,1021,0,moocDSA,mooc,434,340,mooc
531,50,1027,1,moocDSA,mooc,434,3,mooc
532,50,887,0,moocDSA,mooc,434,360,mooc
533,50,815,0,moocDSA,mooc,434,242,mooc
534,50,1189,0,moocDSA,mooc,434,6,mooc
528,50,1175,0,moocDSA,mooc,434,333,mooc
536,50,326,0,moocDSA,mooc,434,158,mooc
537,50,36,0,moocDSA,mooc,434,244,mooc
538,50,1127,0,moocDSA,mooc,434,195,mooc
539,50,1213,0,moocDSA,mooc,434,303,mooc
540,50,916,0,moocDSA,mooc,434,435,mooc
535,50,396,0,moocDSA,mooc,434,262,mooc
563,51,769,0,drive,drive,385,891,drive
562,51,915,0,drive,drive,385,853,drive
561,51,1132,0,drive,drive,385,896,drive
560,51,718,0,drive,drive,385,904,drive
558,51,1359,0,drive,drive,385,846,drive
557,51,800,0,drive,drive,385,836,drive
559,51,891,0,drive,drive,385,835,drive
574,52,662,1,moocML,mooc,63,80,mooc
579,52,93,0,moocML,mooc,63,381,mooc
578,52,195,0,moocML,mooc,63,174,mooc
577,52,1154,1,moocML,mooc,63,134,mooc
576,52,688,0,moocML,mooc,63,236,mooc
575,52,646,0,moocML,mooc,63,91,mooc
573,52,455,0,moocML,mooc,63,285,mooc
568,52,745,0,moocML,mooc,63,324,mooc
571,52,423,0,moocML,mooc,63,358,mooc
570,52,711,1,moocML,mooc,63,299,mooc
569,52,830,0,moocML,mooc,63,227,mooc
567,52,317,0,moocML,mooc,63,147,mooc
566,52,1075,0,moocML,mooc,63,312,mooc
565,52,463,0,moocML,mooc,63,8,mooc
564,52,878,0,moocML,mooc,63,4,mooc
572,52,1039,0,moocML,mooc,63,38,mooc
580,53,1018,0,drive,drive,184,183,drive
581,53,587,0,drive,drive,184,186,drive
582,53,35,0,drive,drive,184,188,drive
583,53,1593,0,drive,drive,184,196,drive
584,53,313,0,drive,drive,184,569,drive
585,53,720,0,drive,drive,184,554,drive
586,54,1055,0,moocML,mooc,11,41,mooc
587,54,1271,0,moocML,mooc,11,216,mooc
588,55,1146,0,al_cpl,al_cpl,215,333,al_cpl
589,55,1318,1,al_cpl,al_cpl,215,128,al_cpl
590,55,822,0,al_cpl,al_cpl,215,219,al_cpl
591,55,5,1,al_cpl,al_cpl,215,193,al_cpl
588,55,700,0,pseudo,al_cpl,185,289,mooc
592,55,336,1,al_cpl,al_cpl,215,294,al_cpl
593,55,990,1,al_cpl,al_cpl,215,381,al_cpl
594,55,143,0,al_cpl,al_cpl,215,200,al_cpl
595,55,994,0,al_cpl,al_cpl,215,198,al_cpl
597,55,1404,1,al_cpl,al_cpl,215,365,al_cpl
598,55,115,1,al_cpl,al_cpl,215,170,al_cpl
599,55,597,1,al_cpl,al_cpl,215,476,al_cpl
588,55,1093,1,pseudo,al_cpl,435,298,al_cpl
588,55,1502,1,pseudo,al_cpl,435,210,al_cpl
596,55,1351,1,al_cpl,al_cpl,215,218,al_cpl
588,55,745,0,pseudo,al_cpl,339,324,mooc
602,56,1505,1,drive,drive,153,154,drive
600,56,1248,0,drive,drive,153,585,drive
601,56,925,0,drive,drive,153,557,drive
603,56,1322,0,drive,drive,153,584,drive
604,56,1125,1,drive,drive,153,151,drive
605,56,838,0,drive,drive,153,571,drive
606,56,311,0,drive,drive,153,547,drive
607,57,1093,1,al_cpl,al_cpl,306,298,al_cpl
608,58,745,0,pseudo,al_cpl,339,324,mooc
608,58,603,0,pseudo,al_cpl,401,107,mooc
618,58,320,0,al_cpl,al_cpl,280,278,al_cpl
608,58,966,0,pseudo,al_cpl,272,311,mooc
608,58,1059,1,pseudo,al_cpl,298,295,al_cpl
608,58,1502,1,pseudo,al_cpl,435,210,al_cpl
609,58,1093,1,al_cpl,al_cpl,280,298,al_cpl
608,58,1440,1,al_cpl,al_cpl,280,165,al_cpl
608,58,1404,1,pseudo,al_cpl,193,365,al_cpl
617,58,686,1,al_cpl,al_cpl,280,166,al_cpl
616,58,1289,1,al_cpl,al_cpl,280,342,al_cpl
611,58,1376,0,al_cpl,al_cpl,280,7,al_cpl
614,58,208,1,al_cpl,al_cpl,280,8,al_cpl
613,58,765,1,al_cpl,al_cpl,280,279,al_cpl
612,58,1186,1,al_cpl,al_cpl,280,239,al_cpl
610,58,999,1,al_cpl,al_cpl,280,201,al_cpl
615,58,1496,0,al_cpl,al_cpl,280,324,al_cpl
620,59,572,0,drive,drive,18,454,drive
621,59,1046,0,drive,drive,18,447,drive
622,59,122,1,drive,drive,18,455,drive
619,59,245,0,drive,drive,18,449,drive
623,60,1492,0,drive,drive,373,817,drive
624,60,173,0,drive,drive,373,371,drive
625,60,962,0,drive,drive,373,820,drive
626,60,32,0,drive,drive,373,372,drive
627,60,1200,0,drive,drive,373,814,drive
628,61,119,0,al_cpl,al_cpl,104,388,al_cpl
629,62,1335,0,drive,drive,378,816,drive
657,63,526,0,al_cpl,al_cpl,276,169,al_cpl
630,63,1128,0,al_cpl,al_cpl,276,138,al_cpl
631,63,202,0,al_cpl,al_cpl,276,277,al_cpl
656,63,1247,0,al_cpl,al_cpl,276,253,al_cpl
655,63,567,0,al_cpl,al_cpl,276,79,al_cpl
654,63,735,0,al_cpl,al_cpl,276,262,al_cpl
653,63,1299,0,al_cpl,al_cpl,276,224,al_cpl
652,63,1497,0,al_cpl,al_cpl,276,42,al_cpl
651,63,1118,0,al_cpl,al_cpl,276,83,al_cpl
650,63,418,0,al_cpl,al_cpl,276,265,al_cpl
649,63,295,0,al_cpl,al_cpl,276,354,al_cpl
648,63,25,0,al_cpl,al_cpl,276,435,al_cpl
632,63,1287,0,al_cpl,al_cpl,276,106,al_cpl
633,63,988,0,al_cpl,al_cpl,276,61,al_cpl
645,63,475,0,al_cpl,al_cpl,276,404,al_cpl
644,63,1161,0,al_cpl,al_cpl,276,421,al_cpl
643,63,1057,0,al_cpl,al_cpl,276,431,al_cpl
642,63,678,0,al_cpl,al_cpl,276,465,al_cpl
641,63,599,0,al_cpl,al_cpl,276,463,al_cpl
640,63,169,0,al_cpl,al_cpl,276,30,al_cpl
639,63,1517,0,al_cpl,al_cpl,276,221,al_cpl
638,63,40,0,al_cpl,al_cpl,276,378,al_cpl
637,63,97,0,al_cpl,al_cpl,276,52,al_cpl
636,63,892,0,al_cpl,al_cpl,276,118,al_cpl
635,63,385,0,al_cpl,al_cpl,276,397,al_cpl
634,63,300,0,al_cpl,al_cpl,276,308,al_cpl
646,63,290,0,al_cpl,al_cpl,276,18,al_cpl
647,63,1138,0,al_cpl,al_cpl,276,433,al_cpl
658,63,467,0,al_cpl,al_cpl,276,446,al_cpl
704,63,52,0,al_cpl,al_cpl,276,535,al_cpl
702,63,935,0,al_cpl,al_cpl,276,399,al_cpl
701,63,1240,0,al_cpl,al_cpl,276,17,al_cpl
700,63,914,0,al_cpl,al_cpl,276,95,al_cpl
699,63,213,0,al_cpl,al_cpl,276,420,al_cpl
698,63,940,0,al_cpl,al_cpl,276,49,al_cpl
697,63,142,0,al_cpl,al_cpl,276,211,al_cpl
696,63,1036,0,al_cpl,al_cpl,276,5,al_cpl
695,63,1554,0,al_cpl,al_cpl,276,355,al_cpl
694,63,761,0,al_cpl,al_cpl,276,396,al_cpl
693,63,473,0,al_cpl,al_cpl,276,78,al_cpl
692,63,1083,0,al_cpl,al_cpl,276,137,al_cpl
691,63,147,0,al_cpl,al_cpl,276,504,al_cpl
690,63,467,0,al_cpl,al_cpl,276,446,al_cpl
689,63,430,0,al_cpl,al_cpl,276,466,al_cpl
688,63,704,0,al_cpl,al_cpl,276,434,al_cpl
687,63,1338,1,al_cpl,al_cpl,276,374,al_cpl
686,63,334,0,al_cpl,al_cpl,276,53,al_cpl
672,63,97,0,al_cpl,al_cpl,276,52,al_cpl
673,63,202,0,al_cpl,al_cpl,276,277,al_cpl
674,63,1093,1,al_cpl,al_cpl,276,298,al_cpl
675,63,352,0,al_cpl,al_cpl,276,157,al_cpl
676,63,320,0,al_cpl,al_cpl,276,278,al_cpl
677,63,555,0,al_cpl,al_cpl,276,521,al_cpl
703,63,558,0,al_cpl,al_cpl,276,473,al_cpl
678,63,1311,0,al_cpl,al_cpl,276,180,al_cpl
680,63,295,0,al_cpl,al_cpl,276,354,al_cpl
681,63,1216,0,al_cpl,al_cpl,276,528,al_cpl
682,63,1400,0,al_cpl,al_cpl,276,370,al_cpl
683,63,1502,1,al_cpl,al_cpl,276,210,al_cpl
684,63,1527,0,al_cpl,al_cpl,276,361,al_cpl
685,63,1424,0,al_cpl,al_cpl,276,222,al_cpl
679,63,276,0,al_cpl,al_cpl,276,255,al_cpl
670,63,1453,0,al_cpl,al_cpl,276,377,al_cpl
671,63,1160,0,al_cpl,al_cpl,276,515,al_cpl
669,63,86,0,al_cpl,al_cpl,276,248,al_cpl
659,63,767,0,al_cpl,al_cpl,276,462,al_cpl
660,63,674,0,al_cpl,al_cpl,276,517,al_cpl
668,63,161,0,al_cpl,al_cpl,276,336,al_cpl
667,63,1352,0,al_cpl,al_cpl,276,468,al_cpl
661,63,1363,0,al_cpl,al_cpl,276,139,al_cpl
666,63,189,0,al_cpl,al_cpl,276,437,al_cpl
665,63,1138,0,al_cpl,al_cpl,276,433,al_cpl
664,63,1332,0,al_cpl,al_cpl,276,369,al_cpl
663,63,1502,1,al_cpl,al_cpl,276,210,al_cpl
662,63,1556,0,al_cpl,al_cpl,276,417,al_cpl
706,64,419,0,al_cpl,al_cpl,124,66,al_cpl
705,64,87,0,al_cpl,al_cpl,124,2,al_cpl
711,65,374,0,drive,drive,159,281,drive
707,65,1158,0,drive,drive,159,282,drive
708,65,525,0,drive,drive,159,579,drive
709,65,1406,0,drive,drive,159,283,drive
710,65,1405,0,drive,drive,159,279,drive
712,65,1264,0,drive,drive,159,574,drive
713,65,1465,0,drive,drive,159,286,drive
714,66,1093,1,pseudo,al_cpl,435,298,al_cpl
714,66,745,0,pseudo,al_cpl,339,324,mooc
718,66,1363,1,al_cpl,al_cpl,248,139,al_cpl
717,66,116,0,al_cpl,al_cpl,248,359,al_cpl
728,66,1502,1,al_cpl,al_cpl,248,210,al_cpl
716,66,1338,1,al_cpl,al_cpl,248,374,al_cpl
715,66,1497,0,al_cpl,al_cpl,248,42,al_cpl
714,66,202,1,al_cpl,al_cpl,248,277,al_cpl
719,66,1160,0,al_cpl,al_cpl,248,515,al_cpl
720,66,392,0,al_cpl,al_cpl,248,518,al_cpl
721,66,1057,0,al_cpl,al_cpl,248,431,al_cpl
722,66,334,0,al_cpl,al_cpl,248,53,al_cpl
723,66,1311,0,al_cpl,al_cpl,248,180,al_cpl
729,66,213,0,al_cpl,al_cpl,248,420,al_cpl
725,66,1343,1,al_cpl,al_cpl,248,534,al_cpl
724,66,290,0,al_cpl,al_cpl,248,18,al_cpl
727,66,1240,1,al_cpl,al_cpl,248,17,al_cpl
726,66,46,0,al_cpl,al_cpl,248,519,al_cpl
738,67,1404,1,al_cpl,al_cpl,2,365,al_cpl
737,67,187,0,al_cpl,al_cpl,2,394,al_cpl
739,67,5,1,al_cpl,al_cpl,2,193,al_cpl
736,67,115,1,al_cpl,al_cpl,2,170,al_cpl
735,67,597,1,al_cpl,al_cpl,2,476,al_cpl
740,67,690,0,al_cpl,al_cpl,2,168,al_cpl
734,67,1351,0,al_cpl,al_cpl,2,218,al_cpl
733,67,994,0,al_cpl,al_cpl,2,198,al_cpl
732,67,790,0,al_cpl,al_cpl,2,322,al_cpl
731,67,68,0,al_cpl,al_cpl,2,215,al_cpl
730,67,1258,1,al_cpl,al_cpl,2,321,al_cpl
741,68,196,0,drive,drive,211,100,drive
741,68,745,0,pseudo,drive,339,324,mooc
749,68,1449,0,drive,drive,211,596,drive
747,68,400,0,drive,drive,211,607,drive
746,68,1390,1,drive,drive,211,603,drive
745,68,440,1,drive,drive,211,598,drive
744,68,1207,1,drive,drive,211,212,drive
743,68,505,0,drive,drive,211,606,drive
742,68,138,1,drive,drive,211,605,drive
741,68,1093,1,pseudo,drive,435,298,al_cpl
748,68,773,1,drive,drive,211,591,drive
752,69,236,0,drive,drive,294,705,drive
751,69,1535,1,drive,drive,294,699,drive
750,69,1306,0,drive,drive,294,698,drive
765,70,1230,0,moocML,mooc,381,36,mooc
768,70,603,0,moocML,mooc,381,107,mooc
767,70,156,0,moocML,mooc,381,191,mooc
763,70,616,0,moocML,mooc,381,28,mooc
769,70,423,0,moocML,mooc,381,358,mooc
762,70,561,0,moocML,mooc,381,218,mooc
766,70,646,0,moocML,mooc,381,91,mooc
760,70,387,0,moocML,mooc,381,31,mooc
761,70,688,0,moocML,mooc,381,236,mooc
758,70,745,0,moocML,mooc,381,324,mooc
757,70,184,0,moocML,mooc,381,106,mooc
756,70,1212,0,moocML,mooc,381,372,mooc
755,70,1062,0,moocML,mooc,381,118,mooc
754,70,244,0,moocML,mooc,381,385,mooc
753,70,317,0,moocML,mooc,381,147,mooc
759,70,1075,0,moocML,mooc,381,312,mooc
764,70,36,0,moocML,mooc,381,244,mooc
773,71,768,0,drive,drive,314,727,drive
772,71,173,0,drive,drive,314,371,drive
771,71,1430,0,drive,drive,314,738,drive
770,71,1176,0,drive,drive,314,732,drive
774,72,1093,1,pseudo,mooc,435,298,al_cpl
774,72,1404,1,pseudo,mooc,193,365,al_cpl
774,72,423,1,moocML,mooc,431,358,mooc
775,72,1434,0,moocML,mooc,431,138,mooc
776,72,646,0,moocML,mooc,431,91,mooc
777,72,401,1,moocML,mooc,431,56,mooc
778,72,41,1,moocML,mooc,431,326,mooc
779,72,878,1,moocML,mooc,431,4,mooc
774,72,745,0,pseudo,mooc,339,324,mooc
774,72,966,0,pseudo,mooc,272,311,mooc
780,73,194,0,drive,drive,149,562,drive
781,73,689,0,drive,drive,149,556,drive
782,73,611,0,drive,drive,149,551,drive
783,73,324,0,drive,drive,149,546,drive
790,74,989,0,drive,drive,251,676,drive
792,74,856,0,drive,drive,251,708,drive
784,74,84,0,drive,drive,251,741,drive
785,74,1571,0,drive,drive,251,367,drive
786,74,1121,0,drive,drive,251,752,drive
787,74,1201,0,drive,drive,251,713,drive
788,74,65,0,drive,drive,251,660,drive
789,74,1308,0,drive,drive,251,301,drive
791,74,70,0,drive,drive,251,737,drive
793,75,208,1,pseudo,al_cpl,280,8,al_cpl
793,75,745,0,pseudo,al_cpl,339,324,mooc
793,75,369,0,pseudo,al_cpl,272,237,mooc
805,75,202,1,al_cpl,al_cpl,52,277,al_cpl
803,75,1527,0,al_cpl,al_cpl,52,361,al_cpl
804,75,179,0,al_cpl,al_cpl,52,119,al_cpl
793,75,1301,1,pseudo,al_cpl,499,25,al_cpl
802,75,467,0,al_cpl,al_cpl,52,446,al_cpl
801,75,81,1,al_cpl,al_cpl,52,276,al_cpl
798,75,1338,1,al_cpl,al_cpl,52,374,al_cpl
799,75,1502,1,al_cpl,al_cpl,52,210,al_cpl
797,75,988,0,al_cpl,al_cpl,52,61,al_cpl
796,75,1497,0,al_cpl,al_cpl,52,42,al_cpl
795,75,1338,1,al_cpl,al_cpl,52,374,al_cpl
794,75,914,1,al_cpl,al_cpl,52,95,al_cpl
793,75,1093,1,al_cpl,al_cpl,52,298,al_cpl
800,75,334,1,al_cpl,al_cpl,52,53,al_cpl
806,75,555,0,al_cpl,al_cpl,52,521,al_cpl
809,76,744,0,drive,drive,225,21,drive
811,76,985,0,drive,drive,225,5,drive
810,76,240,0,drive,drive,225,107,drive
808,76,663,0,drive,drive,225,604,drive
807,76,358,0,drive,drive,225,6,drive
812,77,745,0,pseudo,al_cpl,339,324,mooc
812,77,1093,1,pseudo,al_cpl,435,298,al_cpl
812,77,641,0,al_cpl,al_cpl,28,101,al_cpl
813,77,1568,0,al_cpl,al_cpl,28,20,al_cpl
814,77,1156,0,al_cpl,al_cpl,28,107,al_cpl
815,77,589,0,al_cpl,al_cpl,28,21,al_cpl
816,77,1003,1,al_cpl,al_cpl,28,73,al_cpl
817,78,1384,0,al_cpl,al_cpl,460,15,al_cpl
818,78,5,1,al_cpl,al_cpl,460,193,al_cpl
820,79,150,1,drive,drive,112,534,drive
819,79,1093,1,pseudo,drive,435,298,al_cpl
822,79,1155,1,drive,drive,112,527,drive
819,79,1250,1,drive,drive,112,543,drive
819,79,745,0,pseudo,drive,339,324,mooc
821,79,1407,1,drive,drive,112,535,drive
823,80,1093,1,pseudo,al_cpl,435,298,al_cpl
823,80,964,1,al_cpl,al_cpl,538,537,al_cpl
823,80,745,0,pseudo,al_cpl,339,324,mooc
824,81,658,1,moocDSA,mooc,190,356,mooc
825,81,1291,0,moocDSA,mooc,190,290,mooc
824,81,700,0,pseudo,mooc,185,289,mooc
826,81,504,1,moocDSA,mooc,190,390,mooc
824,81,1093,1,pseudo,mooc,435,298,al_cpl
831,82,251,0,moocDSA,mooc,428,23,mooc
830,82,1418,0,moocDSA,mooc,428,212,mooc
827,82,848,0,moocDSA,mooc,428,386,mooc
828,82,1489,0,moocDSA,mooc,428,400,mooc
829,82,446,0,moocDSA,mooc,428,364,mooc
833,83,541,0,drive,drive,177,558,drive
832,83,427,0,drive,drive,177,553,drive
834,84,317,0,moocML,mooc,125,147,mooc
837,85,1553,0,al_cpl,al_cpl,170,145,al_cpl
836,85,693,0,al_cpl,al_cpl,170,289,al_cpl
857,85,1192,1,al_cpl,al_cpl,170,530,al_cpl
856,85,83,0,al_cpl,al_cpl,170,124,al_cpl
855,85,510,0,al_cpl,al_cpl,170,127,al_cpl
854,85,1126,0,al_cpl,al_cpl,170,384,al_cpl
853,85,68,0,al_cpl,al_cpl,170,215,al_cpl
852,85,790,0,al_cpl,al_cpl,170,322,al_cpl
851,85,43,0,al_cpl,al_cpl,170,144,al_cpl
850,85,690,0,al_cpl,al_cpl,170,168,al_cpl
849,85,990,0,al_cpl,al_cpl,170,381,al_cpl
848,85,1341,0,al_cpl,al_cpl,170,290,al_cpl
847,85,1408,0,al_cpl,al_cpl,170,155,al_cpl
846,85,187,0,al_cpl,al_cpl,170,394,al_cpl
845,85,994,0,al_cpl,al_cpl,170,198,al_cpl
844,85,1024,0,al_cpl,al_cpl,170,505,al_cpl
835,85,822,0,al_cpl,al_cpl,170,219,al_cpl
843,85,884,0,al_cpl,al_cpl,170,475,al_cpl
842,85,990,0,al_cpl,al_cpl,170,381,al_cpl
841,85,918,0,al_cpl,al_cpl,170,304,al_cpl
840,85,87,0,al_cpl,al_cpl,170,2,al_cpl
839,85,143,0,al_cpl,al_cpl,170,200,al_cpl
838,85,579,0,al_cpl,al_cpl,170,146,al_cpl
862,86,1502,1,al_cpl,al_cpl,359,210,al_cpl
858,86,745,0,pseudo,al_cpl,339,324,mooc
861,86,1338,1,al_cpl,al_cpl,359,374,al_cpl
860,86,1240,1,al_cpl,al_cpl,359,17,al_cpl
863,86,81,1,al_cpl,al_cpl,359,276,al_cpl
858,86,1453,1,al_cpl,al_cpl,359,377,al_cpl
858,86,1093,1,pseudo,al_cpl,435,298,al_cpl
859,86,202,1,al_cpl,al_cpl,359,277,al_cpl
864,87,1205,1,moocML,mooc,376,430,mooc
865,87,330,1,moocML,mooc,376,186,mooc
866,87,277,1,moocML,mooc,376,100,mooc
867,87,1294,0,moocML,mooc,376,64,mooc
868,87,186,1,moocML,mooc,376,183,mooc
869,87,317,0,moocML,mooc,376,147,mooc
870,87,1435,0,moocML,mooc,376,307,mooc
871,88,1261,0,drive,drive,198,576,drive
872,88,1244,0,drive,drive,198,583,drive
876,89,758,1,al_cpl,al_cpl,388,123,al_cpl
877,89,252,0,al_cpl,al_cpl,388,258,al_cpl
875,89,727,1,al_cpl,al_cpl,388,85,al_cpl
874,89,802,1,al_cpl,al_cpl,388,26,al_cpl
873,89,1574,1,al_cpl,al_cpl,388,483,al_cpl
878,90,391,0,al_cpl,al_cpl,264,96,al_cpl
879,90,740,0,al_cpl,al_cpl,264,150,al_cpl
880,90,921,0,al_cpl,al_cpl,264,444,al_cpl
881,90,160,0,al_cpl,al_cpl,264,247,al_cpl
883,90,278,0,al_cpl,al_cpl,264,48,al_cpl
882,90,1054,0,al_cpl,al_cpl,264,161,al_cpl
885,90,1525,0,al_cpl,al_cpl,264,363,al_cpl
886,90,1125,1,al_cpl,al_cpl,264,271,al_cpl
887,90,13,0,al_cpl,al_cpl,264,511,al_cpl
888,90,411,0,al_cpl,al_cpl,264,266,al_cpl
884,90,1503,0,al_cpl,al_cpl,264,426,al_cpl
889,91,400,0,drive,drive,235,607,drive
890,91,715,1,drive,drive,235,419,drive
891,92,603,0,pseudo,mooc,401,107,mooc
891,92,1093,1,pseudo,mooc,435,298,al_cpl
899,92,297,1,moocML,mooc,397,413,mooc
897,92,1582,1,moocML,mooc,397,0,mooc
891,92,646,0,moocML,mooc,397,91,mooc
892,92,393,1,moocML,mooc,397,97,mooc
893,92,1259,1,moocML,mooc,397,353,mooc
894,92,1214,0,moocML,mooc,397,181,mooc
895,92,783,1,moocML,mooc,397,316,mooc
896,92,745,0,moocML,mooc,397,324,mooc
898,92,950,1,moocML,mooc,397,104,mooc
900,92,1434,0,moocML,mooc,397,138,mooc
901,92,237,0,moocML,mooc,397,79,mooc
902,92,1062,0,moocML,mooc,397,118,mooc
911,93,455,0,moocML,mooc,438,285,mooc
912,93,195,0,moocML,mooc,438,174,mooc
913,93,520,0,moocML,mooc,438,149,mooc
917,93,282,0,moocML,mooc,438,84,mooc
910,93,124,0,moocML,mooc,438,397,mooc
915,93,429,0,moocML,mooc,438,16,mooc
916,93,1075,0,moocML,mooc,438,312,mooc
914,93,231,1,moocML,mooc,438,328,mooc
909,93,1482,0,moocML,mooc,438,271,mooc
904,93,646,0,moocML,mooc,438,91,mooc
907,93,1062,0,moocML,mooc,438,118,mooc
906,93,277,0,moocML,mooc,438,100,mooc
905,93,1271,0,moocML,mooc,438,216,mooc
903,93,1067,0,moocML,mooc,438,81,mooc
908,93,1259,0,moocML,mooc,438,353,mooc
927,94,586,0,al_cpl,al_cpl,87,120,al_cpl
925,94,1408,0,al_cpl,al_cpl,87,155,al_cpl
924,94,1553,0,al_cpl,al_cpl,87,145,al_cpl
926,94,1146,0,al_cpl,al_cpl,87,333,al_cpl
921,94,1397,0,al_cpl,al_cpl,87,154,al_cpl
923,94,1353,0,al_cpl,al_cpl,87,151,al_cpl
919,94,740,0,al_cpl,al_cpl,87,150,al_cpl
922,94,908,0,al_cpl,al_cpl,87,153,al_cpl
918,94,1211,0,al_cpl,al_cpl,87,152,al_cpl
920,94,1224,0,al_cpl,al_cpl,87,158,al_cpl
928,95,606,0,drive,drive,328,384,drive
929,96,629,0,drive,drive,73,493,drive
930,97,298,1,drive,drive,285,689,drive
930,97,745,0,pseudo,drive,339,324,mooc
930,97,1404,1,pseudo,drive,193,365,al_cpl
930,97,1093,1,pseudo,drive,435,298,al_cpl
930,97,603,0,pseudo,drive,401,107,mooc
931,97,112,1,drive,drive,285,690,drive
933,97,847,1,drive,drive,285,813,drive
932,97,527,1,drive,drive,285,823,drive
934,97,728,1,drive,drive,285,692,drive
