conceptA,conceptB,isPrerequisite,dataset
classification error,training data,0,moocML
classification error,training data set,0,moocML
classification error,training error,1,moocML
classification error,true negatives,1,moocML
classification error,true positives,1,moocML
classification error,validation error,1,moocML
classification error,validation set,0,moocML
classification error,weak classifier,0,moocML
classification error,overfitting,1,moocML
classification error,underfitting,1,moocML
classification problem,cluster center,0,moocML
classification problem,cluster,0,moocML
classification problem,features,0,moocML
classification problem,computer vision,0,moocML
classification problem,conjugate gradient,0,moocML
data set,classification problem,1,moocML
classification problem,decision boundaries,1,moocML
classification problem,decision stamp,0,moocML
classification problem,decision tree,1,moocML
classification problem,deep features,0,moocML
classification problem,deep learning,1,moocML
classification problem,derivative term,0,moocML
classification problem,error analysis,0,moocML
classification problem,false negative,0,moocML
classification problem,false positives,0,moocML
classification problem,feature scaling,0,moocML
classification problem,feature space,0,moocML
classification problem,feature vector,0,moocML
classification problem,forward propagation,1,moocML
classification problem,gaussian kernel,0,moocML
classification problem,global minimum,0,moocML
classification problem,global optimum,0,moocML
classification problem,gradient checking,0,moocML
classification problem,gradient descent,0,moocML
classification problem,greedy algorithm,0,moocML
classification problem,hidden layer,0,moocML
classification problem,hidden unit,0,moocML
classification problem,precision,0,moocML
classification problem,recall,0,moocML
classification problem,hypothesis,0,moocML
classification problem,image classification,1,moocML
classification problem,image retrieval,0,moocML
classification problem,inner product,0,moocML
classification problem,input data,0,moocML
classification problem,input layer,0,moocML
classification problem,input space,0,moocML
classification problem,input units,0,moocML
classification problem,kernel function,0,moocML
classification problem,labeled data,0,moocML
classification problem,learning method,0,moocML
learning problem,classification problem,1,moocML
classification problem,learning rate,0,moocML
classification problem,learning system,0,moocML
classification problem,linear classifier,1,moocML
classification problem,linear kernel,0,moocML
classification problem,linear regression,0,moocML
classification problem,local minimum,0,moocML
classification problem,local optima,0,moocML
classification problem,logistic function,0,moocML
classification problem,logistic regression,1,moocML
classification problem,loss function,0,moocML
machine learning,classification problem,1,moocML
classification problem,machine learning algorithm,0,moocML
classification problem,machine learning application,0,moocML
classification problem,machine learning system,0,moocML
classification problem,maximum likelihood,0,moocML
classification problem,maximum likelihood estimate,0,moocML
classification problem,misclassification error,1,moocML
classification problem,multi-class classification,1,moocML
classification problem,nearest neighbors,0,moocML
classification problem,negative example,0,moocML
classification problem,neural network,1,moocML
classification problem,neural network learning,1,moocML
classification problem,nonlinear hypotheses,0,moocML
classification problem,matrix,0,moocML
classification problem,optimal solution,0,moocML
classification problem,optimization algorithms,0,moocML
classification problem,optimization problem,0,moocML
classification problem,output label,0,moocML
classification problem,output layer,0,moocML
classification problem,output unit,0,moocML
classification problem,parameter vector,0,moocML
classification problem,partial derivative,0,moocML
classification problem,pedestrian detection,0,moocML
classification problem,photo ocr,0,moocML
classification problem,polynomial features,0,moocML
classification problem,polynomial kernel,0,moocML
classification problem,polynomial terms,0,moocML
classification problem,positive class,0,moocML
classification problem,positive data,0,moocML
classification problem,positive predictions,0,moocML
classification problem,positive training example,0,moocML
classification problem,predicted class,0,moocML
classification problem,predicted value,0,moocML
classification problem,regression model,0,moocML
classification problem,regression problem,0,moocML
classification problem,regularization,0,moocML
classification problem,sigmoid function,0,moocML
classification problem,spam filtering,0,moocML
classification problem,squared error,0,moocML
classification problem,string kernel,0,moocML
supervised learning,classification problem,1,moocML
classification problem,support vector,0,moocML
classification problem,support vector machine,1,moocML
classification problem,svm optimization,0,moocML
classification problem,svm packages,0,moocML
classification problem,test data,0,moocML
classification problem,test data set,0,moocML
classification problem,test error,0,moocML
classification problem,training data,0,moocML
classification problem,training data set,0,moocML
classification problem,training error,0,moocML
classification problem,transfer learning,0,moocML
classification problem,true positives,0,moocML
classification problem,unsupervised learning,0,moocML
classification problem,validation set,0,moocML
classification problem,overfitting,0,moocML
classification problem,underfitting,0,moocML
cluster,cluster center,1,moocML
clustering algorithm,cluster center,1,moocML
cluster center,features,0,moocML
cluster center,coordinate descent,0,moocML
cluster center,covariance matrix,0,moocML
cluster center,data set,0,moocML
cluster center,document retrieval,0,moocML
cluster center,expectation maximization,0,moocML
cluster center,gaussian density,0,moocML
cluster center,gaussian model,0,moocML
cluster center,global optimum,0,moocML
cluster center,hierarchical clustering,1,moocML
cluster center,recall,0,moocML
cluster center,input space,0,moocML
cluster center,iterative algorithm,0,moocML
cluster center,k means,1,moocML
cluster center,k-means objective,1,moocML
cluster center,labeled data,0,moocML
cluster center,latent dirichlet allocation,0,moocML
cluster center,learning method,0,moocML
cluster center,learning problem,0,moocML
cluster center,linear regression,0,moocML
cluster center,local optima,0,moocML
cluster center,locality sensitive hashing,0,moocML
cluster center,log likelihood,0,moocML
cluster center,logistic regression,0,moocML
cluster center,loss function,0,moocML
cluster center,machine learning,0,moocML
cluster center,machine learning algorithm,0,moocML
cluster center,maximum likelihood,0,moocML
cluster center,maximum likelihood estimate,0,moocML
cluster center,mixture model,0,moocML
cluster center,model parameters,0,moocML
cluster center,nearest neighbor search,0,moocML
cluster center,nearest neighbors,0,moocML
cluster center,matrix,0,moocML
cluster center,optimization objective,0,moocML
cluster center,output label,0,moocML
cluster center,parameter estimation,0,moocML
cluster center,prior probability,0,moocML
cluster center,probabilistic model,0,moocML
cluster center,square distances,0,moocML
cluster center,supervised learning,0,moocML
cluster center,training data,0,moocML
cluster center,training data set,0,moocML
cluster center,unsupervised learning,0,moocML
cluster,clustering algorithm,1,moocML
cluster,collaborative filtering,1,moocML
cluster,features,0,moocML
cluster,computer vision,0,moocML
cluster,conditional distribution,0,moocML
cluster,coordinate descent,0,moocML
cluster,covariance matrix,0,moocML
cluster,cross validation,0,moocML
cluster,data representation,0,moocML
cluster,data set,0,moocML
cluster,decision boundaries,0,moocML
cluster,decision tree,0,moocML
cluster,deep learning,0,moocML
cluster,derivative term,0,moocML
cluster,dimensionality reduction,0,moocML
cluster,document retrieval,0,moocML
cluster,error analysis,0,moocML
cluster,evaluation metrics,0,moocML
cluster,expectation maximization,0,moocML
cluster,f1 score,0,moocML
cluster,feature space,0,moocML
cluster,feature vector,0,moocML
cluster,gaussian density,0,moocML
cluster,gaussian model,0,moocML
cluster,gibbs sampler,0,moocML
cluster,global optimum,0,moocML
cluster,gradient algorithm,0,moocML
cluster,gradient descent,0,moocML
cluster,hierarchical clustering,1,moocML
cluster,precision,0,moocML
cluster,recall,0,moocML
cluster,hypothesis,0,moocML
cluster,inner product,0,moocML
